event_id,item,total,note
23899,"Plastic packaging food (wrap, packets, containers)",19,"16 x confectionery, 1 x Mentos, 2 x takeaway"
23899,"Foil wrappers, packets, bladders & alfoil",10,
23899,"Lids & tops, pump spray, flow restrictor & similar",7,
23899,"Cloth, clothing, hats & towels",4,
23899,Foam insulation & packaging (whole and remnants),3,
23899,"Straws, confection sticks, cups, plates & cutlery",3,"1 x plastic cutlery, 1 x McDonalds straw, 1 x straw"
23899,"Plastic drink bottles (water, juice, milk, soft drink)",3,"1 x The Juice Brothers, 1 x Nu Water"
23899,"Foam cups, food packs & trays",2,
23899,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
23899,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
23899,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
23899,Personal care & pharmaceutical packaging,1,
23899,Paper & cardboard packaging,1,1 x paper coffee cup
23899,"Metal bottle caps, lids & pull tabs",1,
23899,Aluminium cans,1,1 x Solo
23899,Occupational health & safety items,1,1 x glove
23899,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x dog poo bag
23898,Plastic bits & pieces hard & solid,15,
23898,Cigarette butts & filters,9,
23898,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
23898,Plastic wrap non food (bubble wrap etc),3,2 x plastic cigarette pack wrap
23898,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
23898,"Foil wrappers, packets, bladders & alfoil",2,
23898,"Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
23898,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
23897,Cigarette butts & filters,53,
23897,"Plastic packaging food (wrap, packets, containers)",6,"2 x confectionery, 1 x Seven Eleven takeaway, 2 x coffee cup lids, 1 x Coke bottle label"
23897,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
23897,"Foil wrappers, packets, bladders & alfoil",3,
23897,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Nu water, 1 x Coles waterbottle"
23897,"Toys, party poppers, ribbons, clips & similar",2,2 x confetti/glitter
23897,Aluminium cans,1,1 x Red Bull
23897,Metal scrap & remnants,1,
23897,Plastic wrap non food (bubble wrap etc),1,
23896,"Plastic packaging food (wrap, packets, containers)",5,5 x confectionery
23896,"Plastic drink bottles (water, juice, milk, soft drink)",5,"1 x Lipton, 1 x Mizone, 1 x Nu water, 1 x Mount Franklin, 1 x Gatorade"
23896,Plastic bits & pieces hard & solid,3,
23896,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
23896,Aluminium cans,1,1 x Red Bull
23896,"Municipal activities (tree guard, barrier fence etc)",1,
23896,"Toys, party poppers, ribbons, clips & similar",1,
23894,"Plastic packaging food (wrap, packets, containers)",3,"1 x confectionery, 2 x Mentos"
23894,Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
23894,Cigarette butts & filters,2,
23894,"Foil wrappers, packets, bladders & alfoil",2,
23894,"Packaging accessories (seals, reels, spools, handles)",1,
23894,Personal care & pharmaceutical packaging,1,
23894,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
23893,Cigarette butts & filters,7,
23893,Glass or ceramic broken,4,
23893,"Building & trades materials, fixings & fittings",2,
23893,Plastic bits & pieces hard & solid,2,
23893,"Foil wrappers, packets, bladders & alfoil",1,
23893,"Straws, confection sticks, cups, plates & cutlery",1,1 x lollipop stick
23893,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
23892,Cigarette butts & filters,78,
23892,Plastic wrap non food (bubble wrap etc),56,56 x plastic cigarette pack wrap
23892,"Plastic packaging food (wrap, packets, containers)",19,"16 x confectionery, 1 x McDonalds, 1 x takeaway, 1 x other food package"
23892,"Miscellaneous paper, labels & tickets",16,"4 x paper receipts, 12 x paper remnants"
23892,"Foil wrappers, packets, bladders & alfoil",8,
23892,Glass or ceramic broken,8,
23892,"Plastic film remnants (bits of plastic bag, wrap etc)",6,
23892,"Sanitary (tissues, nappies, condoms, cotton buds)",3,1 x cotton bud stick
23892,Paper & cardboard packaging,2,"1 x paper coffee cup, 1 x takeaway"
23892,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
23892,Occupational health & safety items,1,1 x glove
23892,"Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
23892,"Foam cups, food packs & trays",1,
23892,Paper & cardboard packaging,1,1 x chewing gum wrapper
23892,Plastic bits & pieces hard & solid,1,
23892,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
23891,Plastic wrap non food (bubble wrap etc),26,26 x plastic cigarette pack wrap
23891,Cigarette butts & filters,17,
23891,"Plastic film remnants (bits of plastic bag, wrap etc)",10,
23891,"Foil wrappers, packets, bladders & alfoil",9,
23891,"Plastic packaging food (wrap, packets, containers)",6,"3 x confectionery, 2 x coffee cup lids, 1 x straw wrapper"
23891,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
23891,Paper & cardboard packaging,2,2 x paper coffee cup
23891,Aluminium cans,2,"1 x Jim Beam, 1 x Sons of a Gun spirits"
23891,"Miscellaneous paper, labels & tickets",2,"1 x paper receipt, 1 x paper remnant"
23891,"Cloth, clothing, hats & towels",1,
23891,"Lids & tops, pump spray, flow restrictor & similar",1,
23891,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
23891,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
23891,"Toys, party poppers, ribbons, clips & similar",1,
23891,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
23887,"Miscellaneous paper, labels & tickets",2,2 x paper remnants
23887,"Binding, thread, string & cord (natural fibre)",1,
23887,Foam insulation & packaging (whole and remnants),1,
23887,Cigarette butts & filters,1,
23887,"Lids & tops, pump spray, flow restrictor & similar",1,
23887,"Foil wrappers, packets, bladders & alfoil",1,
23887,"Wooden confection sticks, pencils, matches etc",1,
23887,"Newspaper, magazines & brochures",1,
23886,Cigarette butts & filters,3,
23886,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
23885,Cigarette butts & filters,3,
23885,"Toothbrushes, brushes & combs, hair ties etc",1,
23885,Plastic bits & pieces hard & solid,1,
23885,"Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
23884,Cigarette butts & filters,1,
23884,Foam insulation & packaging (whole and remnants),1,
23884,"Foil wrappers, packets, bladders & alfoil",1,
23884,Plastic bits & pieces hard & solid,1,
23884,Occupational health & safety items,1,1 x glove
23883,"Plastic packaging food (wrap, packets, containers)",12,"7 x confectionery, 1 x Mentos, 1 x Nandos, 1 x McDonalds toy wrap, 2 x straw wrappers, 1 x other food package"
23883,Plastic wrap non food (bubble wrap etc),6,4 x plastic cigarette pack wrap
23883,Foam insulation & packaging (whole and remnants),5,
23883,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
23883,Plastic bits & pieces hard & solid,4,
23883,"Foil wrappers, packets, bladders & alfoil",3,
23883,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
23883,"Cloth, clothing, hats & towels",1,
23883,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
23882,Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
23882,"Miscellaneous paper, labels & tickets",3,3 x paper remnants
23882,"Plastic packaging food (wrap, packets, containers)",2,"1 x confectionery, 1 x Gotcha Bubble Tea straw wrapper"
23882,Occupational health & safety items,1,1 x face mask
23882,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x white shopping bag
23882,Cigarette butts & filters,1,
23882,Foam insulation & packaging (whole and remnants),1,
23881,Foam insulation & packaging (whole and remnants),5,
23881,"Plastic packaging food (wrap, packets, containers)",4,4 x confectionery
23881,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
23881,"Miscellaneous paper, labels & tickets",2,"1 x paper receipt, 1 x paper remnant"
23881,Cigarette butts & filters,2,
23881,"Foil wrappers, packets, bladders & alfoil",1,
23881,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Nu water
23880,Cigarette butts & filters,92,
23880,"Metal bottle caps, lids & pull tabs",57,
23880,Plastic wrap non food (bubble wrap etc),20,18 x plastic cigarette pack wrap
23880,"Plastic packaging food (wrap, packets, containers)",15,"4 x confectionery, 1 x Bread Top bag, 1 x takeaway, 8 x coffee cup lids, 1 x Gong Cha straw wrapper"
23880,"Miscellaneous paper, labels & tickets",11,11 x paper remnants
23880,Aluminium cans,11,"8 x Woodstock, 1 x Bulleit Bourbon, 1 x Tooheys, 1 x Coke"
23880,"Foil wrappers, packets, bladders & alfoil",8,
23880,"Plastic bags supermarket, garbage, dog poo, ice",5,"1 x white shopping bag, 4 x other plastic bags"
23880,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
23880,"Sanitary (tissues, nappies, condoms, cotton buds)",4,
23880,Glass or ceramic broken,4,
23880,Glass beer stubbies & pre-mixed alcohol bottles,4,"3 x Corona, 1 x Heineken"
23880,"Lids & tops, pump spray, flow restrictor & similar",3,
23880,Paper & cardboard packaging,3,"1 x Seven Eleven coffee cup, 1 x paper coffee cup, 1 x takeaway"
23880,"Plastic packaging food (wrap, packets, containers)",2,2 x other food package
23880,Plastic bits & pieces hard & solid,2,
23880,Syringes medical,2,
23880,"Wooden confection sticks, pencils, matches etc",1,
23880,"Packaging accessories (seals, reels, spools, handles)",1,
23880,"Newspaper, magazines & brochures",1,
23880,Personal care & pharmaceutical packaging,1,
23880,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
23880,Rubber remnants,1,
23880,"Straws, confection sticks, cups, plates & cutlery",1,1 x lollipop stick
23880,"Toothbrushes, brushes & combs, hair ties etc",1,
23880,Medical waste,1,
23879,Plastic wrap non food (bubble wrap etc),30,27 x plastic cigarette pack wrap
23879,"Plastic packaging food (wrap, packets, containers)",19,"12 x confectionery, 1 x Mentos, 1 x Seven Eleven takeaway, 3 x coffee cup lids, 2 x other food package"
23879,Cigarette butts & filters,17,
23879,"Miscellaneous paper, labels & tickets",16,"1 x business card, 2 x paper receipts, 12 x paper remnants, 1 x miscellaneous paper"
23879,"Foil wrappers, packets, bladders & alfoil",14,
23879,Paper & cardboard packaging,12,"3 x cardboard package, 3 x paper coffee cup, 3 x McDonalds, 3 x takeaway"
23879,"Plastic film remnants (bits of plastic bag, wrap etc)",7,
23879,"Plastic bags supermarket, garbage, dog poo, ice",5,"1 x white shopping bag, 1 x ziplock bag, 2 x fruit and veg bags, 1 x other plastic bag"
23879,"Plastic drink bottles (water, juice, milk, soft drink)",3,"1 x Fuzetea, 1 x Califa Coffee, 1 x Coke"
23879,Occupational health & safety items,2,2 x gloves
23879,"Metal bottle caps, lids & pull tabs",2,
23879,"Cloth, clothing, hats & towels",2,
23879,Aluminium cans,2,"1 x Coke, 1 x VB"
23879,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
23879,Plastic bits & pieces hard & solid,1,
23879,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
23879,"Lids & tops, pump spray, flow restrictor & similar",1,
23879,Paper & cardboard packaging,1,1 x chewing gum wrapper
23879,Personal care & pharmaceutical packaging,1,
23877,Cigarette butts & filters,11,
23877,Plastic wrap non food (bubble wrap etc),6,6 x plastic cigarette pack wrap
23877,"Plastic packaging food (wrap, packets, containers)",2,"1 x confectionery, 1 x other food package"
23877,Paper & cardboard packaging,1,1 x McDonalds takeaway
23877,"Miscellaneous paper, labels & tickets",1,1 x paper remnant
23877,"Foil wrappers, packets, bladders & alfoil",1,
23875,Cigarette butts & filters,20,
23875,Plastic wrap non food (bubble wrap etc),6,5 x plastic cigarette pack wrap
23875,"Plastic packaging food (wrap, packets, containers)",5,"3 x confectionery, 2 x other food package"
23875,"Foil wrappers, packets, bladders & alfoil",3,
23875,"Lids & tops, pump spray, flow restrictor & similar",3,
23875,"Miscellaneous paper, labels & tickets",1,1 x paper remnant
23875,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
23875,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
23875,"Metal bottle caps, lids & pull tabs",1,
23875,Plastic bits & pieces hard & solid,1,
23875,Paper & cardboard packaging,1,1 x takeaway
23875,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Cottonwood Springs waterbottle
23874,Plastic wrap non food (bubble wrap etc),27,21 x plastic cigarette pack wrap
23874,Cigarette butts & filters,23,
23874,"Plastic packaging food (wrap, packets, containers)",23,"3 x confectionery, 1 x Mentos, 2 x McDonalds, 10 x takeaway, 7 x coffee cup lids"
23874,Aluminium cans,15,"4 x Coke, 6 x Fanta, 2 x Red Bull, 1 x Sprite, 1 x V Energy, 1 x Rockstar"
23874,"Foil wrappers, packets, bladders & alfoil",14,
23874,"Plastic drink bottles (water, juice, milk, soft drink)",13,"4 x Coles waterbottles, 2 x Mount Franklin, 3 x Nu water, 2 x Woolworths waterbottle, 2 x Frantelle water"
23874,Paper & cardboard packaging,13,"2 x cardboard package, 1 x Hungry Jacks coffee cup, 1 x McDonalds coffee cup, 1 x Subway coffee cup, 8 x paper coffee cup"
23874,"Miscellaneous paper, labels & tickets",10,10 x paper remnants
23874,Paper & cardboard packaging,8,"2 x Nandos takeaway, 4 x takeaway, 2 x KFC"
23874,"Straws, confection sticks, cups, plates & cutlery",6,"3 x plastic cutlery, 1 x McDonalds straw, 2 x straw"
23874,"Plastic drink bottles (water, juice, milk, soft drink)",6,"2 x Northbrook water, 1 x Cool Ridge, 1 x Waterfords Crystal Clear water, 1 x Seven Eleven waterbottle"
23874,"Plastic packaging food (wrap, packets, containers)",5,"1 x Gotcha Bubble Tea straw wrapper, 1 x Coke label, 1 x Frantelle waterbottle label, 2 x other food package"
23874,"Plastic bags supermarket, garbage, dog poo, ice",4,4 x other plastic bag
23874,"Plastic drink bottles (water, juice, milk, soft drink)",4,"1 x Kyneton Lemon and Lime, 1 x Up and Go, 1 x Sprite, 1 x Pepsi"
23874,Glass beer stubbies & pre-mixed alcohol bottles,3,"1 x Bundaberg Ginger Beer, 1 x Uludag"
23874,Cigarette lighters,3,
23874,"Toys, party poppers, ribbons, clips & similar",2,
23874,"Lids & tops, pump spray, flow restrictor & similar",2,
23874,"Metal building & trades materials, fixings & fittings",2,
23874,Occupational health & safety items,2,2 x gloves
23874,"Metal bottle caps, lids & pull tabs",2,
23874,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
23874,Plastic bits & pieces hard & solid,1,
23874,Tetra packs & drink cartons,1,1 x Big M
23874,"Plastic housewares, tablewares, house fittings",1,
23874,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
23874,"Personal effects (wallets, money, keys, jewellery)",1,
23874,Gas & volatile liquid capsules & cans,1,
23874,Glass or ceramic broken,1,
23874,Cable ties & plastic fasteners,1,
23872,Foam insulation & packaging (whole and remnants),75,
23872,Plastic wrap non food (bubble wrap etc),66,58 x plastic cigarette pack wrap
23872,"Plastic packaging food (wrap, packets, containers)",30,"27 x confectionery, 1 x Mentos, 1 x Seven Eleven takeaway, 1 x Share Bubble Tea straw wrapper"
23872,"Miscellaneous paper, labels & tickets",26,"10 x paper receipts, 16 x paper remnants"
23872,Glass or ceramic broken,21,
23872,"Foil wrappers, packets, bladders & alfoil",16,
23872,"Plastic bags supermarket, garbage, dog poo, ice",10,"2 x white shopping bags, 2 x heavy duty boutique bags, 6 x fruit and veg bags"
23872,Cigarette butts & filters,9,
23872,"Plastic bags supermarket, garbage, dog poo, ice",9,9 x other plastic bag
23872,"Plastic film remnants (bits of plastic bag, wrap etc)",8,
23872,"Lids & tops, pump spray, flow restrictor & similar",5,
23872,"Plastic packaging food (wrap, packets, containers)",3,"1 x Panda straw wrapper, 2 x other food package"
23872,Paper & cardboard packaging,3,"1 x cardboard package, 1 x paper straw wrapper, 1 x Subway takeaway"
23872,"Toys, party poppers, ribbons, clips & similar",2,1 x confetti/glitter
23872,"Foam cups, food packs & trays",2,
23872,"Straws, confection sticks, cups, plates & cutlery",2,2 x lollipop stick
23872,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coles waterbottle
