event_id,item,event_item,total,note
21515,Paper & cardboard packaging,21515 Paper & cardboard packaging,4,"1 x Seven Eleven coffee cup, 1 x coffee cup, 1 x takeaway, 1 x chewing gum wrap"
21516,"Plastic packaging food (wrap, packets, containers)","21516 Plastic packaging food (wrap, packets, containers)",70,"47 x confectionery, 7 x Mentos, 2 x McDonalds, 2 x takeaway, 1 x coffee cup lid, 2 x Seven Eleven straw wrapper, 3 x straw wrappers, 1 x Nu waterbottle label, 5 x other food package"
21517,Paper & cardboard packaging,21517 Paper & cardboard packaging,5,"4 x chewing gum wrappers, 1 x takeaway"
21518,Paper & cardboard packaging,21518 Paper & cardboard packaging,3,"2 x paper remnants, 1 x takeaway"
21520,"Packaging accessories (seals, reels, spools, handles)","21520 Packaging accessories (seals, reels, spools, handles)",2,1 x milk handle hole cut-out
21525,Paper & cardboard packaging,21525 Paper & cardboard packaging,16,"1 x McDonalds, 8 x takeaway, 1 x cardboard cigarette pack, 6 x chewing gum wrappers"
21525,"Plastic packaging food (wrap, packets, containers)","21525 Plastic packaging food (wrap, packets, containers)",41,"25 x confectionery, 3 x McDonalds, 1 x Seven Eleven, 1 x coffee cup lid, 2 x Seven Eleven straw wrappers, 3 x straw wrappers, 1 x Mount Franklin waterbottle label, 5 x other food package"
21528,Paper & cardboard packaging,21528 Paper & cardboard packaging,8,"5 x takeaway, 3 x chewing gum wrappers"
21520,Pollution Rating,21520 Pollution Rating,0,144000 plastic chips and shavings - estimated
21520,Pollution Rating,21520 Pollution Rating,0,7300 plastic resin pellets removed from trap
21529,"Sanitary (tissues, nappies, condoms, cotton buds)","21529 Sanitary (tissues, nappies, condoms, cotton buds)",5,1 x cotton bud stick
21536,Paper & cardboard packaging,21536 Paper & cardboard packaging,7,"2 x cardboard package, 4 x takeaway, 1 x chewing gum wrapper"
21536,"Toys, party poppers, ribbons, clips & similar","21536 Toys, party poppers, ribbons, clips & similar",8,7 x confetti/glitter
21538,Paper & cardboard packaging,21538 Paper & cardboard packaging,4,"3 x chewing gum wrappers, 1 x cardboard package"
21540,Paper & cardboard packaging,21540 Paper & cardboard packaging,73,"36 x paper serviettes, 11 x YOMG, 1 x Subway, 1 x McDonalds, 2 x KFC, 1 x Hungry Jacks, 4 x takeaway, 17 x chewing gum wrappers"
21540,"Plastic packaging food (wrap, packets, containers)","21540 Plastic packaging food (wrap, packets, containers)",43,"28 x confectionery, 1 x Mentos, 2 x YOMG serviette packs, 1 x takeaway, 1 x coffee cup lid, 3 x straw wrappers, 1 x Seven Eleven straw wrapper, 1 x Cool Ridge waterbottle label, 5 x other food package"
21542,Paper & cardboard packaging,21542 Paper & cardboard packaging,8,"4 x cardboard package, 2 x takeaway, 2 x chewing gum wrappers"
21543,Paper & cardboard packaging,21543 Paper & cardboard packaging,11,"7 x chewing gum wrappers, 1 x cardboard package, 1 x McDonalds, 1 x Subway, 1 x paper straw"
21546,Paper & cardboard packaging,21546 Paper & cardboard packaging,4,"1 x cardboard package, 2 x McDonalds, 1 x chewing gum wrapper"
21547,Paper & cardboard packaging,21547 Paper & cardboard packaging,5,"1 x cardboard package, 1 x KFC, 1 x takeaway, 2 x chewing gum wrappers"
21763,"Foil wrappers, packets, bladders & alfoil","21763 Foil wrappers, packets, bladders & alfoil",25,1 x foil wine bladder
21763,Paper & cardboard packaging,21763 Paper & cardboard packaging,9,"2 x cardboard package, 1 x Hungry Jacks, 1 x Bakers Delight, 1 x takeaway, 4 x chewing gum wrapper"
21763,"Plastic packaging food (wrap, packets, containers)","21763 Plastic packaging food (wrap, packets, containers)",63,"58 x confectionery, 1 x Mentos, 1 x straw wrapper, 1 x other food package, 1 x Mount Franklin waterbottle label, 1 x Nu waterbottle label"
21771,"Miscellaneous paper, labels & tickets","21771 Miscellaneous paper, labels & tickets",39,"5 x paper receipts, 28 x paper remnants, 6 x serviettes"
21771,Paper & cardboard packaging,21771 Paper & cardboard packaging,5,"1 x paper coffee cup, 2 x McDonalds, 1 x takeaway, 1 x chewing gum wrapper"
21778,Plastic wrap non food (bubble wrap etc),21778 Plastic wrap non food (bubble wrap etc),35,"32 x plastic cigarette pack wrap, 3 x plastic labels"
21782,Paper & cardboard packaging,21782 Paper & cardboard packaging,2,"1 x chewing gum wrapper, 1 x cardboard package"
21862,Paper & cardboard packaging,21862 Paper & cardboard packaging,3,"2 x cardboard package, 1 x chewing gum wrapper"
21871,"Plastic packaging food (wrap, packets, containers)","21871 Plastic packaging food (wrap, packets, containers)",56,"32 x confectionery, 4 x Mentos, 5 x Chatime Bubble Tea straw wrapper, 6 x Share Bubble Tea straw wrapper, 9 x straw wrapper"
21872,"Plastic packaging food (wrap, packets, containers)","21872 Plastic packaging food (wrap, packets, containers)",31,"26 x confectionery, 1 x Mentos, 1 x takeaway, 1 x CoCo Bubble Tea straw wrapper, 1 x Share Bubble Tea straw wrapper, 1 x Gong Cha Bubble Tea straw wrapper"
21873,Paper & cardboard packaging,21873 Paper & cardboard packaging,8,"4 x cardboard package, 1 x paper coffee cup, 3 x chewing gum wrapper"
21873,"Plastic packaging food (wrap, packets, containers)","21873 Plastic packaging food (wrap, packets, containers)",43,"22 x confectionery, 4 x Mentos, 1 x bubble tea cup, 5 x coffee cup lids, 1 x Jean Paul Gaultier water bottle label, 3 x Chatime Bubble Tea straw wrapper, 3 x CoCo Bubble Tea straw wrapper, 1 x straw wrapper, 3 x other food package"
21874,Paper & cardboard packaging,21874 Paper & cardboard packaging,15,"1 x Seven Eleven coffee cup, 5 x McDonalds, 6 x takeaway, 1 x cardboard cigarette packet, 2 x chewing gum wrapper"
21874,"Plastic packaging food (wrap, packets, containers)","21874 Plastic packaging food (wrap, packets, containers)",31,"12 x confectionery, 3 x takeaway, 2 x coffee cup lids, 3 x straw wrapper, 1 x CoCo Bubble Tea straw wrapper, 1 x sushi fish, 1 x Coles water bottle label, 8 x other food package"
21876,"Plastic packaging food (wrap, packets, containers)","21876 Plastic packaging food (wrap, packets, containers)",53,"32 x confectionery, 2 x Mentos, 1 x CoCo Bubble Tea straw wrapper, 2 x straw wrapper, 1 x sushi fish, 12 x other food package, 1 x Frantelle waterbottle label, 1 x Coles waterbottle label, 1 x Heiniken bottle label"
21877,Paper & cardboard packaging,21877 Paper & cardboard packaging,12,"1 x McDonalds, 1 x cardboard cigarette pack, 4 x chewing gum wrapper, 3 x cardboard package, 1 x McDonalds, 1 x cardboard cigarette pack, 1 x chewing gum wrapper"
21878,"Plastic packaging food (wrap, packets, containers)","21878 Plastic packaging food (wrap, packets, containers)",47,"38 x confectionery, 4 x Mentos, 1 x VY Bubble Tea cup, 2 x Scarlet Corner Bubble Tea cup, 1 x Chatime Bubble Tea straw wrapper, 1 x CoCo Bubble Tea straw wrapper"
21879,Paper & cardboard packaging,21879 Paper & cardboard packaging,9,"2 x paper coffee cup, 4 x takeaway package, 3 x chewing gum wrapper"
21879,"Toys, party poppers, ribbons, clips & similar","21879 Toys, party poppers, ribbons, clips & similar",2,"1 x plastic wrist band, 1 x ribbon/balloon clip"
21887,Paper & cardboard packaging,21887 Paper & cardboard packaging,3,"2 x chewing gum wrapper, 1 x takeaway"
21901,"Plastic packaging food (wrap, packets, containers)","21901 Plastic packaging food (wrap, packets, containers)",27,"15 x straw wrapper, 2 x Share Bubble Tea straw wrapper, 3 x confectionery, 5 x takeaway, 1 x coffee cup lid, 1 x other food package"
21902,Paper & cardboard packaging,21902 Paper & cardboard packaging,36,"29 x Gong Cha paper Bubble Tea straw wrapper, 1 x Hot Star coffee cup, 4 x paper coffee cup, 2 x Hot Star takeaway"
21902,"Plastic bags supermarket, garbage, dog poo, ice","21902 Plastic bags supermarket, garbage, dog poo, ice",30,"10 x grey shopping bags, 2 x ziplock bags, 2 x Hot Star white plastic bags, 11 x fruit and veg bags, 1 x Bread Top plastic bag, 1 x Bonbons plastic bag, 1 x Me Panda Bubble Tea plastic bag, 2 x unbranded Bubble Tea plastic bags"
21902,"Plastic packaging food (wrap, packets, containers)","21902 Plastic packaging food (wrap, packets, containers)",210,"23 x Gotcha Bubble Tea straw wrapper, 9 x CoCo Bubble Tea straw wrapper, 94 x straw wrapper, 1 x Seven Eleven straw wrapper, 5 x Gong Cha Bubble Tea straw wrapper, 31 x Share Bubble Tea straw wrapper, 28 x confectionery, 1 x Mentos, 1 x cafe Phu Khanh Bubble Tea cup seal, 1 x McDonalds, 4 x takeaway, 1 x coffee cup lid, 1 x Thu Thu Cafe Bubble Tea cup seal, 1 x Bubble Tea cup seal, 2 x Nu waterbottle label, 7 x other food package"
21903,"Plastic packaging food (wrap, packets, containers)","21903 Plastic packaging food (wrap, packets, containers)",139,"24 x confectionery, 61 x straw wrapper, 5 x Chatime Bubble Tea straw wrapper, 5 x CoCo Bubble Tea straw wrapper, 42 x Share Bubble Tea straw wrapper, 1 x Gloria Jeans plastic cup, 1 x Share Bubble Tea plastic cup"
21905,"Plastic packaging food (wrap, packets, containers)","21905 Plastic packaging food (wrap, packets, containers)",66,"33 x confectionery, 3 x Mentos, 4 x takeaway, 2 x coffee cup lids, 3 x Share Bubble Tea straw wrapper,11 x straw wrapper, 10 x other food package"
21924,Paper & cardboard packaging,21924 Paper & cardboard packaging,7,"1 x cardboard package, 1 x paper coffee cup, 2 x McDonalds, 2 x takeaway, 1 x chewing gum wrapper"
21927,"Plastic packaging food (wrap, packets, containers)","21927 Plastic packaging food (wrap, packets, containers)",10,"4 x confectionery, 1 x Mentos, 1 x Seven Eleven coffee cup lid, 1 x straw wrapper, 1 x Frantelle waterbottle label, 1 x Coles waterbottle label 1 x other food package"
21951,"Plastic packaging food (wrap, packets, containers)","21951 Plastic packaging food (wrap, packets, containers)",29,"20 x confectionery, 2 x Mentos, 1 x McDonalds, 1 x Juice House cup, 2 x Seven Eleven straw wrappers, 3 x other food package"
21964,"Miscellaneous paper, labels & tickets","21964 Miscellaneous paper, labels & tickets",4,"1 x paper remnant, 2 x miscellaneous paper, 1 x paper wrist band"
21969,"Miscellaneous paper, labels & tickets","21969 Miscellaneous paper, labels & tickets",5,"3 x paper remnants, 1 x miscellaneous paper, 1 x paper wrist band"
22074,Paper & cardboard packaging,22074 Paper & cardboard packaging,16,"9 x paper serviettes, 6 x McDonalds, 1 x takeaway"
21957,Pollution Rating,21957 Pollution Rating,0,360 x plastic shards
21957,Pollution Rating,21957 Pollution Rating,0,60 plastic resin pellets removed from trap
21958,Pollution Rating,21958 Pollution Rating,0,15 x plastic shards removed from trap
21958,Pollution Rating,21958 Pollution Rating,0,21 x plastic reins pellets removed from trap
21959,Pollution Rating,21959 Pollution Rating,0,74112 estimated plastic shards removed from trap
21959,Pollution Rating,21959 Pollution Rating,0,21696 estimated plastic resin pellets removed from trap
22076,"Miscellaneous paper, labels & tickets","22076 Miscellaneous paper, labels & tickets",19,"2 x paper receipts, 16 x paper remnants, 1 x paper wrist band"
22076,Paper & cardboard packaging,22076 Paper & cardboard packaging,16,"1 x Coffee Time coffee cup, 1 x Seven Eleven coffee cup, 1 x KFC, 1 x McDonalds, 9 x takeaway, 3 x chewing gum wrap"
22079,Paper & cardboard packaging,22079 Paper & cardboard packaging,6,"1 x Corona beer carton, 1 x KFC, 1 x McDonalds, 3 x chewing gum wrap"
22083,Paper & cardboard packaging,22083 Paper & cardboard packaging,4,"1 x cardboard package, 2 x takeaway, 1 x chewing gum wrapper"
22092,Paper & cardboard packaging,22092 Paper & cardboard packaging,2,"1 x chewing gum wrapper, 1 x McDonalds"
22092,"Rubber balloons, balls & toys, elastic straps & bands","22092 Rubber balloons, balls & toys, elastic straps & bands",2,"1 x balloon, 1 x rubber band"
22102,Paper & cardboard packaging,22102 Paper & cardboard packaging,3,"2 x chewing gum wrapper, 1 x takeaway"
22102,"Plastic packaging food (wrap, packets, containers)","22102 Plastic packaging food (wrap, packets, containers)",52,"37 x confectionery, 1 x Mentos, 1 x Bread Top bag, 7 x straw wrappers, 2 x Mount Franklin waterbottle labels, 1 x Northbrook waterbottle label, 3 x other food package"
22104,Paper & cardboard packaging,22104 Paper & cardboard packaging,7,"1 x Hungry Jacks, 3 x McDonalds, 1 x takeaway, 2 x chewing gum wrapper"
22114,Paper & cardboard packaging,22114 Paper & cardboard packaging,17,"9 x YOMG, 1 x KFC, 1 x McDonalds, 2 x takeaway, 4 x chewing gum wrapper"
22114,"Toys, party poppers, ribbons, clips & similar","22114 Toys, party poppers, ribbons, clips & similar",7,"5 x ribbon/balloon clip, 2 x confetti/glitter"
22117,Paper & cardboard packaging,22117 Paper & cardboard packaging,4,"1 x VB package, 1 x cardboard cigarette pack, 2 x chewing gum wrapper"
22451,"Plastic packaging food (wrap, packets, containers)","22451 Plastic packaging food (wrap, packets, containers)",27,"3 x Share Bubble Tea straw wrappers, 7 x bubble tea straw wrappers, 5 x straw wrappers, 9 x confectionery, 1 x McDonalds, 1 x Coles waterbottle label, 1 x red bubble tea straw stopper"
22451,"Straws, confection sticks, cups, plates & cutlery","22451 Straws, confection sticks, cups, plates & cutlery",8,"1 x The Ally Bubble Tea Straw, 4 x bubble tea straws, 1 x cutlery, 2 x straws"
22452,"Plastic packaging food (wrap, packets, containers)","22452 Plastic packaging food (wrap, packets, containers)",205,"24 x Share Bubble Tea straw wrapper, 31 x Gotcha Bubble Tea straw wrapper, 53 x straw wrapper, 46 x confectionery, 1 x Gloria Jeans, 1 x Rainbow Bubble Tea cup, 1 x Healthy Cup Bubble Tea cup, 3 x takeaway, 1 x Welcome Panda straw wrapper, 14 x Coco straw, 1 x coffee cup lid, 1 x Tilapia fish packaging, 6 x other food package wrapper, 3 x Alley Cafe straw wrapper, 16 x Gong Cha straw wrapper, 1 x coffee cup lid, 1 x Tilapia fish packaging, 6 x other food package, 3 x Bubble Tea tasting cup from topping and tea shop"
22452,"Straws, confection sticks, cups, plates & cutlery","22452 Straws, confection sticks, cups, plates & cutlery",16,"1 x plastic cup, 8 x straw, 1 x Seven Eleven straw, 1 x Healthy Cup Bubble Tea straw, 1 x Gong Cha Bubble Tea straw, 2 x The Alley Bubble Tea straw, 2 x Rainbow Cafe Bubble Tea straw"
22454,"Plastic packaging food (wrap, packets, containers)","22454 Plastic packaging food (wrap, packets, containers)",143,"4 x Coco straw wrapper 6 x Gotcha Bubble Tea straw wrapper, 52 x Share Bubble Tea straw wrapper, 44 x straw wrapper, 24 x confectionery, 2 x Mentos, 1 x bubble tea cup, 1 x McDonalds, 1 x McDonalds toy wrap, 5 x takeaway, 3 x other food package"
22456,"Plastic packaging food (wrap, packets, containers)","22456 Plastic packaging food (wrap, packets, containers)",56,"41 x confectionery, 1 x red bubble tea straw stopper, 1 x Mount Franklin waterbottle label, 3 x Share Bubble Tea straw wrapper, 1 x Gong Cha Bubble Tea straw wrapper, 9 x straw wrapper"
22472,Plastic wrap non food (bubble wrap etc),22472 Plastic wrap non food (bubble wrap etc),7,"6 x plastic cigarette pack wrap, 1 x Coles Stikeez wapper"
22474,Paper & cardboard packaging,22474 Paper & cardboard packaging,4,"3 x cardboard cigarette pack, 1 x chewing gum wrapper"
22474,"Straws, confection sticks, cups, plates & cutlery","22474 Straws, confection sticks, cups, plates & cutlery",4,"1 x plastic cup, 1 x cutlery, 1 x straw, 1 x plastic lining from cardboard coffee cup"
22488,"Plastic packaging food (wrap, packets, containers)","22488 Plastic packaging food (wrap, packets, containers)",9,"1 x confectionery, 1 x Mentos, 2 x coffee cup lids, 1 x other food package, 3 x Mount Franklin waterbottle label, 1 x Woolworths waterbottle label"
22495,Paper & cardboard packaging,22495 Paper & cardboard packaging,2,"1 x cardboard package, 1 x chewing gum wrapper"
22498,Paper & cardboard packaging,22498 Paper & cardboard packaging,5,"1 x McDonalds, 2 x takeaway, 2 x chewing gum wrapper"
22479,Pollution Rating,22479 Pollution Rating,0,128000 hard microplastic shards removed from the trap
22479,Pollution Rating,22479 Pollution Rating,0,3840 plastic resin pellets removed from trap
22499,Paper & cardboard packaging,22499 Paper & cardboard packaging,4,"2 x chewing gum wrapper, 2 x takeaway"
22499,"Plastic packaging food (wrap, packets, containers)","22499 Plastic packaging food (wrap, packets, containers)",26,"15 x confectionery, 2 x Mentos, 1 x takeaway, 1 x McDonalds, 4 x straw wrappers, 1 x other food package, 1 x Coles waterbottle label, 1 x Woolworths waterbottle label"
22502,Paper & cardboard packaging,22502 Paper & cardboard packaging,6,"1 x cardboard package, 3 x cardboard cigarette pack, 2 x chewing gum wrapper"
22505,"Plastic packaging food (wrap, packets, containers)","22505 Plastic packaging food (wrap, packets, containers)",41,"23 x confectionery, 4 x takeaway, 1 x Seven Eleven coffee cup lid, 1 x coffee cup lid, 5 x straw wrapper, 2 x Seven Eleven straw wrapper, 5 x other food pacakge"
22514,Paper & cardboard packaging,22514 Paper & cardboard packaging,2,"1 x takeaway, 1 x chewing gum wrapper"
